id,text,sentiment
4797,Five stars so the quality is great,positive
4798,"Just saying, Completely unsatisfied because shipping was fast",negative
4799,Very disappointed and it works well horrible,negative
4800,"FYI, One star so shipping was fast",negative
4801,Five stars so packaging was good,positive
4802,Top quality and great value,positive
4803,Very disappointed as the quality is great,negative
4804,"Just saying, Five stars amazing",positive
4805,"Just saying, Very disappointed",negative
4806,I love this product,positive
4807,Terrible experience and shipping was fast 👎,negative
4808,So happy with the service because the quality is great amazing,positive
4809,"FYI, Completely unsatisfied because customer service helped so bad",negative
4810,"FYI, Top quality and great value great!",positive
4811,This ruined my day because it works well 😡,negative
4812,"Just saying, Exceeded my expectations because packaging was good 👍",positive
4813,Exceeded my expectations so customer service helped,positive
4814,This ruined my day,negative
4815,Awful quality horrible,negative
4816,Top quality and great value so good,positive
4817,Five stars as the quality is great 👍,positive
4818,This ruined my day because the quality is great horrible,negative
4819,Awful quality,negative
4820,Completely unsatisfied,negative
4821,It was okay alright,neutral
4822,Awful quality and customer service helped,negative
4823,Will buy again as packaging was good,positive
4824,Note: This made my day so good,positive
4825,So happy with the service so the quality is great loved it,positive
4826,"FYI, Exceeded my expectations 👍",positive
4827,Satisfactory and packaging was good alright,neutral
4828,Note: This ruined my day,negative
4829,One star because it works well,negative
4830,"FYI, Very disappointed",negative
4831,Would not recommend 😡,negative
4832,Fine for the price ok,neutral
4833,Highly recommend it,positive
4834,Never buying again,negative
4835,So happy with the service,positive
4836,Awful quality and customer service helped 😡,negative
4837,Fine for the price,neutral
4838,"Not bad, not great so it works well alright",neutral
4839,So happy with the service because packaging was good,positive
4840,Five stars,positive
4841,Never buying again,negative
4842,Will buy again so customer service helped,positive
4843,Top quality and great value amazing,positive
4844,No strong feelings,neutral
4845,"Just saying, No strong feelings so customer service helped",neutral
4846,Very disappointed because packaging was good,negative
4847,Never buying again as shipping was fast,negative
4848,Note: This ruined my day,negative
4849,Note: Five stars because the quality is great,positive
4850,Five stars as packaging was good loved it,positive
4851,I love this product because shipping was fast,positive
4852,Best purchase ever,positive
4853,Awful quality so the quality is great terrible!,negative
4854,Best purchase ever,positive
4855,Worst purchase ever awful,negative
4856,Awful quality,negative
4857,This made my day amazing,positive
4858,Five stars as shipping was fast pleasant,positive
4859,I hate this because customer service helped 😡,negative
4860,Never buying again and customer service helped,negative
4861,Top quality and great value amazing,positive
4862,Will buy again 👍,positive
4863,Absolutely fantastic experience,positive
4864,Never buying again horrible,negative
4865,Worst purchase ever,negative
4866,Five stars,positive
4867,Exceeded my expectations amazing,positive
4868,Would not recommend,negative
4869,Neutral experience so shipping was fast,neutral
4870,Absolutely fantastic experience 😊,positive
4871,Best purchase ever as customer service helped loved it,positive
4872,Highly recommend it,positive
4873,I hate this as the quality is great dislike,negative
4874,I hate this,negative
4875,"Just saying, Would not recommend as shipping was fast",negative
4876,So happy with the service because customer service helped loved it,positive
4877,Worst purchase ever,negative
4878,It was okay and shipping was fast so-so,neutral
4879,It works as expected ok,neutral
4880,Worst purchase ever,negative
4881,Top quality and great value as packaging was good,positive
4882,One star 😡,negative
4883,Terrible experience awful,negative
4884,Exceeded my expectations 👍,positive
4885,Highly recommend it as customer service helped,positive
4886,"Just saying, Would not recommend terrible!",negative
4887,Worst purchase ever because it works well 😡,negative
4888,Absolutely fantastic experience so it works well,positive
4889,Worst purchase ever and customer service helped,negative
4890,It was okay .,neutral
4891,Exceeded my expectations because customer service helped 👍,positive
4892,Awful quality so it works well,negative
4893,Five stars so good,positive
4894,Very disappointed so customer service helped,negative
4895,This made my day as customer service helped,positive
4896,Would not recommend,negative
4897,This made my day,positive
4898,Best purchase ever,positive
4899,This made my day and shipping was fast,positive
4900,"FYI, Never buying again and shipping was fast",negative
4901,Would not recommend as shipping was fast dislike,negative
4902,Best purchase ever because shipping was fast,positive
4903,Awful quality because customer service helped,negative
4904,Worst purchase ever and the quality is great,negative
4905,It was okay ,neutral
4906,Note: So happy with the service,positive
4907,Absolutely fantastic experience,positive
4908,Would not recommend as packaging was good,negative
4909,Exceeded my expectations 😊,positive
4910,"FYI, Would not recommend so it works well awful",negative
4911,So happy with the service,positive
4912,This ruined my day awful,negative
4913,Note: Would not recommend terrible!,negative
4914,Highly recommend it and the quality is great 😊,positive
4915,Note: Worst purchase ever,negative
4916,Very disappointed awful,negative
4917,Will buy again,positive
4918,Very disappointed 👎,negative
4919,"FYI, Top quality and great value 😊",positive
4920,Five stars,positive
4921,Highly recommend it so shipping was fast loved it,positive
4922,Terrible experience horrible,negative
4923,Completely unsatisfied and packaging was good,negative
4924,I love this product because the quality is great 😊,positive
4925,Completely unsatisfied and shipping was fast awful,negative
4926,I love this product loved it,positive
4927,Exceeded my expectations and shipping was fast,positive
4928,Best purchase ever,positive
4929,I love this product so it works well,positive
4930,One star terrible!,negative
4931,I hate this as shipping was fast,negative
4932,No strong feelings ,neutral
4933,Exceeded my expectations so it works well,positive
4934,"Just saying, I hate this",negative
4935,Note: Five stars because the quality is great pleasant,positive
4936,Will buy again so good,positive
4937,Worst purchase ever,negative
4938,I love this product 😊,positive
4939,Never buying again dislike,negative
4940,So happy with the service and the quality is great,positive
4941,One star,negative
4942,Would not recommend terrible!,negative
4943,Satisfactory so-so,neutral
4944,Best purchase ever so good,positive
4945,This made my day pleasant,positive
4946,Exceeded my expectations great!,positive
4947,Would not recommend because it works well dislike,negative
4948,"FYI, Awful quality and customer service helped dislike",negative
4949,So happy with the service and customer service helped amazing,positive
4950,"Just saying, Best purchase ever",positive
4951,"Just saying, Absolutely fantastic experience and the quality is great",positive
4952,One star dislike,negative
4953,Very disappointed as customer service helped terrible!,negative
4954,Will buy again,positive
4955,Neutral experience ok,neutral
4956,So happy with the service loved it,positive
4957,Five stars 😊,positive
4958,Terrible experience 😡,negative
4959,Worst purchase ever awful,negative
4960,Highly recommend it,positive
4961,Worst purchase ever because packaging was good horrible,negative
4962,"Just saying, It works as expected",neutral
4963,"Just saying, I love this product",positive
4964,It works as expected and it works well ok,neutral
4965,I hate this as packaging was good horrible,negative
4966,Awful quality so the quality is great,negative
4967,Top quality and great value and customer service helped,positive
4968,So happy with the service amazing,positive
4969,Absolutely fantastic experience,positive
4970,This ruined my day dislike,negative
4971,I love this product and shipping was fast loved it,positive
4972,Very disappointed 😡,negative
4973,One star,negative
4974,Will buy again,positive
4975,I hate this so it works well 👎,negative
4976,Very disappointed terrible!,negative
4977,Note: Worst purchase ever as packaging was good dislike,negative
4978,Best purchase ever as the quality is great,positive
4979,Worst purchase ever so bad,negative
4980,This ruined my day,negative
4981,Worst purchase ever because shipping was fast,negative
4982,Awful quality and customer service helped,negative
4983,Terrible experience,negative
4984,Satisfactory .,neutral
4985,Terrible experience dislike,negative
4986,Five stars 👍,positive
4987,Worst purchase ever so customer service helped,negative
4988,Awful quality as the quality is great so bad,negative
4989,Satisfactory,neutral
4990,Exceeded my expectations,positive
4991,Highly recommend it and the quality is great so good,positive
4992,I hate this 😡,negative
4993,Completely unsatisfied so shipping was fast 👎,negative
4994,Best purchase ever amazing,positive
4995,Absolutely fantastic experience pleasant,positive
4996,Absolutely fantastic experience 👍,positive
4997,Fine for the price and shipping was fast ,neutral
4998,Never buying again,negative
4999,One star,negative
5000,I love this product,positive
5001,So happy with the service,positive
5002,Very disappointed,negative
5003,Five stars so customer service helped,positive
5004,This made my day great!,positive
5005,Top quality and great value,positive
5006,Awful quality horrible,negative
5007,So happy with the service because the quality is great great!,positive
5008,Best purchase ever because shipping was fast,positive
5009,This made my day 👍,positive
5010,I hate this horrible,negative
5011,I hate this 👎,negative
5012,Highly recommend it so shipping was fast 😊,positive
5013,Awful quality,negative
5014,This made my day,positive
5015,No strong feelings ,neutral
5016,So happy with the service as shipping was fast pleasant,positive
5017,Worst purchase ever dislike,negative
5018,I love this product because shipping was fast,positive
5019,I hate this as the quality is great,negative
5020,Worst purchase ever 😡,negative
5021,Worst purchase ever,negative
5022,Worst purchase ever so bad,negative
5023,This made my day,positive
5024,Exceeded my expectations and packaging was good,positive
5025,Terrible experience so bad,negative
5026,Five stars as customer service helped pleasant,positive
5027,Exceeded my expectations,positive
5028,Would not recommend 😡,negative
5029,Awful quality so packaging was good,negative
5030,Highly recommend it,positive
5031,Worst purchase ever,negative
5032,Note: Satisfactory,neutral
5033,Highly recommend it as packaging was good,positive
5034,This made my day,positive
5035,I love this product so packaging was good so good,positive
5036,Exceeded my expectations as shipping was fast 👍,positive
5037,Completely unsatisfied 😡,negative
5038,Top quality and great value and the quality is great,positive
5039,Exceeded my expectations because it works well amazing,positive
5040,Exceeded my expectations so the quality is great,positive
5041,Top quality and great value because packaging was good,positive
5042,One star as the quality is great 👎,negative
5043,I love this product and it works well,positive
5044,Neutral experience so the quality is great,neutral
5045,Five stars so good,positive
5046,Best purchase ever so customer service helped,positive
5047,"Just saying, Five stars and packaging was good amazing",positive
5048,One star,negative
5049,Highly recommend it pleasant,positive
5050,Completely unsatisfied terrible!,negative
5051,Very disappointed so it works well,negative
5052,Best purchase ever,positive
5053,Note: It works as expected,neutral
5054,Worst purchase ever awful,negative
5055,Exceeded my expectations,positive
5056,Never buying again,negative
5057,It works as expected and customer service helped ok,neutral
5058,Best purchase ever,positive
5059,Absolutely fantastic experience,positive
5060,Exceeded my expectations as customer service helped pleasant,positive
5061,Best purchase ever so good,positive
5062,I love this product,positive
5063,Very disappointed because customer service helped,negative
5064,This ruined my day so packaging was good 👎,negative
5065,This made my day because packaging was good 👍,positive
5066,This made my day loved it,positive
5067,So happy with the service great!,positive
5068,Exceeded my expectations,positive
5069,Terrible experience 👎,negative
5070,Best purchase ever,positive
5071,This made my day amazing,positive
5072,Completely unsatisfied horrible,negative
5073,Will buy again loved it,positive
5074,"FYI, One star because packaging was good so bad",negative
5075,This made my day pleasant,positive
5076,"Just saying, I love this product as customer service helped",positive
5077,This made my day so good,positive
5078,Completely unsatisfied,negative
5079,This made my day as customer service helped 👍,positive
5080,Completely unsatisfied so packaging was good awful,negative
5081,Terrible experience,negative
5082,Would not recommend 😡,negative
5083,Satisfactory,neutral
5084,It was okay,neutral
5085,Highly recommend it pleasant,positive
5086,Note: Very disappointed 😡,negative
5087,I love this product,positive
5088,Awful quality,negative
5089,Exceeded my expectations and shipping was fast 👍,positive
5090,Would not recommend,negative
5091,Worst purchase ever,negative
5092,Terrible experience 👎,negative
5093,Five stars and packaging was good 👍,positive
5094,Best purchase ever,positive
5095,I love this product as packaging was good,positive
5096,Would not recommend because the quality is great dislike,negative
5097,Five stars,positive
5098,Average product,neutral
5099,Note: Completely unsatisfied,negative
5100,This made my day and the quality is great,positive
5101,I hate this dislike,negative
5102,Satisfactory alright,neutral
5103,Terrible experience 👎,negative
5104,Never buying again awful,negative
5105,This made my day so it works well,positive
5106,Never buying again because shipping was fast terrible!,negative
5107,Completely unsatisfied,negative
5108,Awful quality as it works well so bad,negative
5109,Top quality and great value so shipping was fast pleasant,positive
5110,Never buying again so shipping was fast,negative
5111,Worst purchase ever so customer service helped awful,negative
5112,Exceeded my expectations,positive
5113,Completely unsatisfied horrible,negative
5114,Note: Top quality and great value,positive
5115,Will buy again and the quality is great amazing,positive
5116,One star,negative
5117,One star terrible!,negative
5118,Exceeded my expectations,positive
5119,This made my day 😊,positive
5120,Would not recommend as the quality is great,negative
5121,Five stars loved it,positive
5122,Completely unsatisfied so it works well 👎,negative
5123,This ruined my day dislike,negative
5124,This ruined my day and the quality is great,negative
5125,Five stars because customer service helped,positive
5126,Absolutely fantastic experience and the quality is great,positive
5127,Neutral experience,neutral
5128,Terrible experience and packaging was good,negative
5129,Best purchase ever,positive
5130,"FYI, Never buying again as it works well",negative
5131,Will buy again and the quality is great amazing,positive
5132,Satisfactory and it works well,neutral
5133,Would not recommend terrible!,negative
5134,Completely unsatisfied 😡,negative
5135,Exceeded my expectations pleasant,positive
5136,Best purchase ever amazing,positive
5137,Exceeded my expectations loved it,positive
5138,This made my day and it works well,positive
5139,Would not recommend 😡,negative
5140,Will buy again great!,positive
5141,Fine for the price so shipping was fast,neutral
5142,Never buying again dislike,negative
5143,Awful quality because it works well,negative
5144,Best purchase ever loved it,positive
5145,Highly recommend it and it works well loved it,positive
5146,Neither good nor bad .,neutral
5147,Five stars as customer service helped pleasant,positive
5148,So happy with the service so customer service helped 😊,positive
5149,Completely unsatisfied 👎,negative
5150,Best purchase ever,positive
5151,"Not bad, not great",neutral
5152,I love this product,positive
5153,Top quality and great value so good,positive
5154,Will buy again,positive
5155,"Just saying, Terrible experience terrible!",negative
5156,"Not bad, not great because shipping was fast",neutral
5157,Best purchase ever loved it,positive
5158,Best purchase ever because the quality is great pleasant,positive
5159,I love this product loved it,positive
5160,Very disappointed,negative
5161,One star terrible!,negative
5162,I hate this terrible!,negative
5163,It works as expected alright,neutral
5164,Would not recommend,negative
5165,Would not recommend,negative
5166,Worst purchase ever,negative
5167,Awful quality terrible!,negative
5168,Best purchase ever 👍,positive
5169,This ruined my day,negative
5170,Note: I love this product great!,positive
5171,Worst purchase ever because customer service helped,negative
5172,"Just saying, Satisfactory so-so",neutral
5173,One star because customer service helped 👎,negative
5174,Awful quality horrible,negative
5175,"Just saying, Best purchase ever amazing",positive
5176,This made my day,positive
5177,This ruined my day 👎,negative
5178,Worst purchase ever horrible,negative
5179,No strong feelings so the quality is great alright,neutral
5180,Awful quality because customer service helped,negative
5181,So happy with the service as packaging was good loved it,positive
5182,Never buying again as the quality is great terrible!,negative
5183,Top quality and great value,positive
5184,"Just saying, This made my day 👍",positive
5185,So happy with the service loved it,positive
5186,So happy with the service 👍,positive
5187,I hate this so it works well,negative
5188,"Just saying, Very disappointed",negative
5189,Standard alright,neutral
5190,I hate this so shipping was fast,negative
5191,I love this product 👍,positive
5192,"Just saying, Awful quality as the quality is great",negative
5193,Completely unsatisfied,negative
5194,Standard ok,neutral
5195,Completely unsatisfied so shipping was fast 👎,negative
5196,Top quality and great value so shipping was fast pleasant,positive
5197,One star so packaging was good awful,negative
5198,Never buying again horrible,negative
5199,Awful quality as packaging was good terrible!,negative
5200,Completely unsatisfied because the quality is great,negative
5201,Exceeded my expectations so the quality is great great!,positive
5202,This ruined my day,negative
5203,Never buying again,negative
5204,Top quality and great value,positive
5205,Best purchase ever so customer service helped,positive
5206,Would not recommend as the quality is great 😡,negative
5207,So happy with the service,positive
5208,Best purchase ever 👍,positive
5209,This ruined my day and shipping was fast,negative
5210,Worst purchase ever terrible!,negative
5211,Top quality and great value so packaging was good so good,positive
5212,Very disappointed 😡,negative
5213,So happy with the service and shipping was fast pleasant,positive
5214,I love this product and the quality is great amazing,positive
5215,Completely unsatisfied dislike,negative
5216,One star so shipping was fast,negative
5217,Would not recommend horrible,negative
5218,Terrible experience because it works well,negative
5219,Absolutely fantastic experience and it works well great!,positive
5220,Never buying again as it works well awful,negative
5221,Awful quality awful,negative
5222,I love this product 😊,positive
5223,This made my day so packaging was good,positive
5224,This made my day,positive
5225,Highly recommend it great!,positive
5226,One star 👎,negative
5227,Satisfactory ,neutral
5228,Five stars,positive
5229,Exceeded my expectations so good,positive
5230,Average product,neutral
5231,Five stars loved it,positive
5232,I hate this 👎,negative
5233,Note: This ruined my day and shipping was fast terrible!,negative
5234,Never buying again awful,negative
5235,Worst purchase ever awful,negative
5236,Best purchase ever,positive
5237,I hate this,negative
5238,Never buying again and the quality is great terrible!,negative
5239,Worst purchase ever,negative
5240,Absolutely fantastic experience,positive
5241,Very disappointed,negative
5242,Completely unsatisfied,negative
5243,Highly recommend it so good,positive
5244,This made my day and it works well,positive
5245,I hate this,negative
5246,One star and packaging was good,negative
5247,Five stars and the quality is great amazing,positive
5248,This made my day and the quality is great,positive
5249,Note: Absolutely fantastic experience as the quality is great loved it,positive
5250,Absolutely fantastic experience,positive
5251,One star 👎,negative
5252,Note: I hate this,negative
5253,So happy with the service amazing,positive
5254,Awful quality,negative
5255,Would not recommend as customer service helped horrible,negative
5256,Never buying again because the quality is great,negative
5257,So happy with the service,positive
5258,This made my day as customer service helped,positive
5259,Never buying again dislike,negative
5260,Will buy again so packaging was good loved it,positive
5261,One star as it works well,negative
5262,Very disappointed so bad,negative
5263,Never buying again,negative
5264,I hate this as it works well horrible,negative
5265,It works as expected,neutral
5266,"FYI, It works as expected",neutral
5267,Would not recommend horrible,negative
5268,Exceeded my expectations,positive
5269,Would not recommend and the quality is great terrible!,negative
5270,Top quality and great value amazing,positive
5271,Exceeded my expectations as customer service helped,positive
5272,So happy with the service,positive
5273,Absolutely fantastic experience so good,positive
5274,Awful quality as customer service helped,negative
5275,Highly recommend it loved it,positive
5276,One star because the quality is great so bad,negative
5277,Absolutely fantastic experience,positive
5278,Worst purchase ever so it works well dislike,negative
5279,Best purchase ever amazing,positive
5280,This ruined my day,negative
5281,Will buy again,positive
5282,Awful quality,negative
5283,Never buying again,negative
5284,Top quality and great value so it works well 👍,positive
5285,This made my day,positive
5286,Top quality and great value great!,positive
5287,Completely unsatisfied 👎,negative
5288,Will buy again,positive
5289,Note: This ruined my day 👎,negative
5290,Never buying again and it works well horrible,negative
5291,Five stars and packaging was good,positive
5292,Worst purchase ever terrible!,negative
5293,I love this product,positive
5294,Never buying again and packaging was good,negative
5295,Exceeded my expectations,positive
5296,One star as the quality is great,negative
5297,Absolutely fantastic experience because shipping was fast great!,positive
5298,One star and customer service helped awful,negative
5299,Would not recommend,negative
5300,Top quality and great value 👍,positive
5301,Awful quality awful,negative
5302,Will buy again loved it,positive
5303,Completely unsatisfied 👎,negative
5304,Five stars,positive
5305,Highly recommend it,positive
5306,Will buy again,positive
5307,No strong feelings and it works well,neutral
5308,Completely unsatisfied so bad,negative
5309,Would not recommend so the quality is great 👎,negative
5310,Note: Exceeded my expectations,positive
5311,Terrible experience so shipping was fast,negative
5312,It works as expected ok,neutral
5313,Five stars,positive
5314,One star,negative
5315,Note: Exceeded my expectations,positive
5316,Highly recommend it,positive
5317,So happy with the service great!,positive
5318,I love this product and customer service helped,positive
5319,Very disappointed and customer service helped so bad,negative
5320,Exceeded my expectations,positive
5321,Absolutely fantastic experience amazing,positive
5322,It was okay .,neutral
5323,Will buy again and customer service helped,positive
5324,Completely unsatisfied,negative
5325,Note: Best purchase ever so packaging was good,positive
5326,Best purchase ever 👍,positive
5327,Never buying again horrible,negative
5328,Highly recommend it and packaging was good great!,positive
5329,Very disappointed,negative
5330,This ruined my day so bad,negative
5331,One star and customer service helped awful,negative
5332,I love this product so good,positive
5333,I love this product pleasant,positive
5334,Would not recommend so customer service helped 😡,negative
5335,Exceeded my expectations because it works well 👍,positive
5336,Best purchase ever great!,positive
5337,I love this product because shipping was fast great!,positive
5338,I love this product great!,positive
5339,Five stars 👍,positive
5340,Exceeded my expectations so good,positive
5341,This made my day,positive
5342,Satisfactory .,neutral
5343,Note: Average product so-so,neutral
5344,Completely unsatisfied because the quality is great horrible,negative
5345,Worst purchase ever as customer service helped,negative
5346,Terrible experience terrible!,negative
5347,Completely unsatisfied because it works well,negative
5348,Highly recommend it as shipping was fast,positive
5349,This ruined my day,negative
5350,"Just saying, Absolutely fantastic experience",positive
5351,Will buy again as it works well 😊,positive
5352,This made my day great!,positive
5353,This made my day,positive
5354,I love this product as it works well loved it,positive
5355,"Just saying, It was okay alright",neutral
5356,I love this product because customer service helped,positive
5357,Best purchase ever,positive
5358,Awful quality as shipping was fast,negative
5359,This ruined my day and shipping was fast,negative
5360,Completely unsatisfied and it works well,negative
5361,Completely unsatisfied so packaging was good,negative
5362,Terrible experience terrible!,negative
5363,Never buying again,negative
5364,This made my day,positive
5365,It works as expected,neutral
5366,This made my day,positive
5367,It works as expected as shipping was fast .,neutral
5368,This ruined my day,negative
5369,Completely unsatisfied 👎,negative
5370,"Just saying, No strong feelings",neutral
5371,I love this product amazing,positive
5372,Note: One star,negative
5373,"FYI, I hate this terrible!",negative
5374,Fine for the price,neutral
5375,Will buy again,positive
5376,Terrible experience so the quality is great,negative
5377,Terrible experience as shipping was fast,negative
5378,One star and shipping was fast so bad,negative
5379,One star,negative
5380,Would not recommend as it works well,negative
5381,Top quality and great value,positive
5382,Completely unsatisfied and it works well 👎,negative
5383,Never buying again dislike,negative
5384,Terrible experience awful,negative
5385,Fine for the price so-so,neutral
5386,This ruined my day awful,negative
5387,Top quality and great value,positive
5388,Note: I love this product,positive
5389,One star terrible!,negative
5390,Absolutely fantastic experience,positive
5391,Best purchase ever 👍,positive
5392,Never buying again as shipping was fast,negative
5393,Awful quality because customer service helped,negative
5394,I hate this as packaging was good,negative
5395,Terrible experience because shipping was fast,negative
5396,This made my day because packaging was good,positive
5397,Best purchase ever so packaging was good 👍,positive
5398,Very disappointed,negative
5399,I hate this so shipping was fast,negative
5400,Awful quality and the quality is great,negative
5401,Worst purchase ever and it works well,negative
5402,Top quality and great value so the quality is great loved it,positive
5403,Worst purchase ever as shipping was fast,negative
5404,Top quality and great value because packaging was good amazing,positive
5405,Awful quality,negative
5406,Five stars pleasant,positive
5407,Note: Very disappointed and it works well,negative
5408,Exceeded my expectations,positive
5409,So happy with the service 👍,positive
5410,Terrible experience,negative
5411,Completely unsatisfied 😡,negative
5412,Completely unsatisfied so customer service helped dislike,negative
5413,Terrible experience as shipping was fast 😡,negative
5414,I love this product,positive
5415,Highly recommend it as customer service helped,positive
5416,It was okay,neutral
5417,So happy with the service,positive
5418,Best purchase ever pleasant,positive
5419,Worst purchase ever terrible!,negative
5420,Top quality and great value,positive
5421,I hate this,negative
5422,Terrible experience as it works well dislike,negative
5423,Absolutely fantastic experience 😊,positive
5424,Awful quality and shipping was fast,negative
5425,So happy with the service so good,positive
5426,Absolutely fantastic experience because shipping was fast so good,positive
5427,This made my day,positive
5428,Five stars,positive
5429,Top quality and great value as shipping was fast,positive
5430,Would not recommend 😡,negative
5431,Terrible experience dislike,negative
5432,Completely unsatisfied and customer service helped 👎,negative
5433,Will buy again,positive
5434,Worst purchase ever 😡,negative
5435,Note: Absolutely fantastic experience,positive
5436,I love this product as customer service helped amazing,positive
5437,One star as packaging was good awful,negative
5438,Top quality and great value so shipping was fast,positive
5439,Terrible experience dislike,negative
5440,"FYI, This ruined my day because it works well",negative
5441,I love this product,positive
5442,Will buy again,positive
5443,So happy with the service,positive
5444,So happy with the service so shipping was fast,positive
5445,"Not bad, not great because customer service helped ok",neutral
5446,Awful quality,negative
5447,Highly recommend it,positive
5448,Completely unsatisfied so bad,negative
5449,Five stars amazing,positive
5450,Awful quality 👎,negative
5451,So happy with the service 😊,positive
5452,This ruined my day so bad,negative
5453,Awful quality horrible,negative
5454,It works as expected so customer service helped .,neutral
5455,Never buying again 😡,negative
5456,Worst purchase ever 😡,negative
5457,Never buying again because shipping was fast,negative
5458,Awful quality 👎,negative
5459,It was okay because customer service helped,neutral
5460,Terrible experience,negative
5461,Absolutely fantastic experience,positive
5462,Worst purchase ever as shipping was fast,negative
5463,I hate this so bad,negative
5464,Neither good nor bad,neutral
5465,One star as shipping was fast terrible!,negative
5466,Absolutely fantastic experience and customer service helped,positive
5467,Very disappointed,negative
5468,This made my day 😊,positive
5469,I hate this,negative
5470,Five stars as it works well,positive
5471,It was okay ok,neutral
5472,Five stars as packaging was good pleasant,positive
5473,Absolutely fantastic experience 😊,positive
5474,Five stars amazing,positive
5475,I hate this horrible,negative
5476,Will buy again and shipping was fast pleasant,positive
5477,Completely unsatisfied horrible,negative
5478,This made my day,positive
5479,Fine for the price,neutral
5480,Awful quality 👎,negative
5481,Worst purchase ever and it works well,negative
5482,Best purchase ever so customer service helped,positive
5483,I love this product and packaging was good,positive
5484,Will buy again,positive
5485,"FYI, Not bad, not great because customer service helped ok",neutral
5486,"Just saying, Highly recommend it",positive
5487,Never buying again,negative
5488,Very disappointed,negative
5489,Worst purchase ever,negative
5490,Note: Awful quality because customer service helped 👎,negative
5491,"FYI, I love this product great!",positive
5492,Terrible experience because customer service helped so bad,negative
5493,I love this product,positive
5494,Would not recommend,negative
5495,"Just saying, Awful quality and shipping was fast horrible",negative
5496,Completely unsatisfied,negative
5497,Never buying again,negative
5498,Awful quality,negative
5499,Terrible experience because packaging was good,negative
5500,Completely unsatisfied,negative
5501,Exceeded my expectations as customer service helped loved it,positive
5502,"Just saying, One star",negative
5503,Worst purchase ever and shipping was fast,negative
5504,So happy with the service so good,positive
5505,Exceeded my expectations,positive
5506,Average product,neutral
5507,Would not recommend as customer service helped,negative
5508,Awful quality as customer service helped terrible!,negative
5509,Five stars 👍,positive
5510,Average product so-so,neutral
5511,This made my day as customer service helped,positive
5512,I love this product,positive
5513,One star,negative
5514,Completely unsatisfied so bad,negative
5515,Absolutely fantastic experience 👍,positive
5516,I love this product pleasant,positive
5517,Terrible experience,negative
5518,Exceeded my expectations so packaging was good,positive
5519,I love this product,positive
5520,Absolutely fantastic experience loved it,positive
5521,So happy with the service so it works well,positive
5522,Absolutely fantastic experience and it works well,positive
5523,Best purchase ever so it works well,positive
5524,I love this product pleasant,positive
5525,Will buy again,positive
5526,Completely unsatisfied,negative
5527,I hate this because packaging was good,negative
5528,Top quality and great value,positive
5529,"Just saying, Five stars great!",positive
5530,Note: Best purchase ever so customer service helped 😊,positive
5531,No strong feelings .,neutral
5532,Absolutely fantastic experience 👍,positive
5533,Exceeded my expectations because customer service helped,positive
5534,I hate this,negative
5535,Five stars and the quality is great 👍,positive
5536,Absolutely fantastic experience and the quality is great 👍,positive
5537,"FYI, Five stars pleasant",positive
5538,So happy with the service so shipping was fast,positive
5539,This ruined my day,negative
5540,Five stars so it works well,positive
5541,Completely unsatisfied so bad,negative
5542,Terrible experience,negative
5543,This made my day amazing,positive
5544,This ruined my day and customer service helped,negative
5545,Very disappointed 😡,negative
5546,This made my day,positive
5547,"FYI, This ruined my day awful",negative
5548,Fine for the price so packaging was good alright,neutral
5549,So happy with the service loved it,positive
5550,Awful quality dislike,negative
5551,"FYI, Top quality and great value as shipping was fast 👍",positive
5552,Will buy again,positive
5553,Would not recommend,negative
5554,Best purchase ever,positive
5555,Never buying again as shipping was fast 👎,negative
5556,So happy with the service because customer service helped loved it,positive
5557,I hate this so it works well,negative
5558,Worst purchase ever as shipping was fast awful,negative
5559,It works as expected,neutral
5560,"FYI, Worst purchase ever so it works well dislike",negative
5561,Completely unsatisfied as customer service helped,negative
5562,Would not recommend 👎,negative
5563,Very disappointed,negative
5564,Completely unsatisfied,negative
5565,Exceeded my expectations,positive
5566,Terrible experience,negative
5567,Would not recommend 😡,negative
5568,So happy with the service amazing,positive
5569,Highly recommend it great!,positive
5570,I love this product 👍,positive
5571,It works as expected ,neutral
5572,Absolutely fantastic experience,positive
5573,"Just saying, Not bad, not great",neutral
5574,This made my day amazing,positive
5575,Fine for the price,neutral
5576,Would not recommend because customer service helped,negative
5577,Awful quality because shipping was fast,negative
5578,Top quality and great value as it works well 😊,positive
5579,Would not recommend because customer service helped,negative
5580,Top quality and great value pleasant,positive
5581,Exceeded my expectations as shipping was fast 👍,positive
5582,Top quality and great value great!,positive
5583,Completely unsatisfied awful,negative
5584,Exceeded my expectations,positive
5585,Exceeded my expectations,positive
5586,So happy with the service pleasant,positive
5587,This ruined my day,negative
5588,"FYI, One star awful",negative
5589,Will buy again pleasant,positive
5590,Never buying again,negative
5591,Top quality and great value,positive
5592,Would not recommend and customer service helped,negative
5593,Never buying again,negative
5594,Top quality and great value because the quality is great amazing,positive
5595,Five stars,positive
5596,This made my day as it works well,positive
5597,Will buy again so good,positive
5598,Awful quality as it works well,negative
5599,This made my day so the quality is great,positive
5600,One star because packaging was good dislike,negative
5601,Neither good nor bad ok,neutral
5602,Satisfactory as it works well,neutral
5603,"Not bad, not great so customer service helped",neutral
5604,Worst purchase ever,negative
5605,One star,negative
5606,Never buying again,negative
5607,"FYI, This ruined my day awful",negative
5608,Five stars great!,positive
5609,Exceeded my expectations,positive
